pl_name,hostname,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist,ra,dec,st_spectype,st_teff,st_mass,st_rad
HD 167677 b,HD 167677,1,Radial Velocity,2023,1820.00000000000,2.8770000000,13.20000000,905.81095995,54.32580000,274.2067844,-11.4067857,G5 V,5474.00,0.960000,0.952710
HD 167768 b,HD 167768,1,Radial Velocity,2022,20.65320000000,0.1512000000,13.90000000,270.15414595,107.21400000,274.2213308,-3.0085807,G8 III,4851.00,1.080000,9.700000
HD 168009 b,HD 168009,1,Radial Velocity,2021,15.14790000000,0.1192000000,3.05000000,9.53485221,23.30320000,273.8847918,45.2088229,G2V,5778.33,0.986073,1.209505
HD 168443 b,HD 168443,2,Radial Velocity,1998,58.11187000000,0.2920000000,12.60000000,2424.39508860,39.62450000,275.0159879,-9.5966905,G5,5491.00,0.980000,1.711479
HD 168443 c,HD 168443,2,Radial Velocity,2000,1753.10960000000,2.8420000000,12.20000000,5500.33841154,39.62450000,275.0159879,-9.5966905,G5,5491.00,0.980000,1.711479
HD 168746 b,HD 168746,1,Radial Velocity,2002,6.40400000000,0.0700000000,11.10000000,85.81410000,41.56810000,275.4573269,-11.9229757,G5,5570.00,1.070000,1.090000
HD 168863 b,HD 168863,1,Radial Velocity,2022,14773.93272000000,10.9610000000,12.70000000,2154.87659946,39.89790000,275.6642157,-18.0219726,,4905.00,0.800000,0.777826
HD 1690 b,HD 1690,1,Radial Velocity,2010,533.00000000000,1.3600000000,12.50000000,2793.72570000,752.61500000,5.3055886,-8.2811442,K1 III,4374.00,1.860000,21.660000
HD 16905 b,HD 16905,1,Radial Velocity,2022,10256.00000000000,8.8000000000,12.40000000,3591.46099910,39.74010000,40.0136203,-61.3550396,K3 V,4866.12,0.850000,0.774940
HD 169142 b,HD 169142,1,Imaging,2023,,37.2000000000,13.10000000,953.48522100,113.60000000,276.1240717,-29.7805318,,7246.00,1.850000,1.537020
HD 169830 b,HD 169830,2,Radial Velocity,2000,225.67372000000,0.7650000000,13.20000000,804.42369812,37.60480000,276.9561859,-29.8167919,F8 V,6300.00,1.170000,1.935709
HD 169830 c,HD 169830,2,Radial Velocity,2003,1818.82339000000,3.0750000000,12.60000000,2437.42605328,37.60480000,276.9561859,-29.8167919,F7 V,6300.00,1.170000,1.935709
HD 170469 b,HD 170469,1,Radial Velocity,2007,1145.00000000000,2.2400000000,14.10000000,209.76780000,60.17800000,277.2955423,11.6954244,G5 IV,5842.00,1.100000,1.240000
HD 17092 b,HD 17092,1,Radial Velocity,2007,359.89999000000,1.3100000000,12.50000000,3219.61790000,228.42200000,41.5924261,49.6530375,K0 III,4326.00,6.730000,13.580000
HD 171028 b,HD 171028,1,Radial Velocity,2007,550.00000000000,1.3200000000,13.20000000,832.71460000,111.65900000,278.0643694,6.9456827,G0,5671.00,1.530000,2.470000
HD 171238 b,HD 171238,1,Radial Velocity,2009,1515.00000000000,2.5180000000,12.50000000,2796.88998160,44.81130000,278.6818389,-28.0727849,G8 V,5467.00,0.920000,1.010000
HD 17156 b,HD 17156,1,Radial Velocity,2007,21.21642940000,0.1632000000,12.26262489,1036.12060682,78.08630000,42.4366123,71.7530882,G5,6046.00,1.285000,1.517000
HD 173416 b,HD 173416,1,Radial Velocity,2008,322.03000000000,1.1580000000,13.40000000,585.12209729,132.18400000,280.9005676,36.5568570,G8,4683.00,2.000000,13.500000
HD 174205 b,HD 174205,1,Radial Velocity,2022,582.00000000000,1.7000000000,13.00000000,1334.87930940,234.02700000,280.7932014,70.7928237,K2,4308.00,1.800000,26.600000
HD 175167 b,HD 175167,1,Radial Velocity,2009,1175.00000000000,2.4000000000,12.30000000,4703.86042360,71.08630000,285.0033888,-69.9450664,G5 IV/V,5635.00,1.090000,1.750000
HD 175541 b,HD 175541,1,Radial Velocity,2007,298.43000000000,0.9750000000,14.10000000,190.06234000,129.60300000,283.9203211,4.2649344,G8 IV,5013.00,1.390000,4.190000
HD 175607 b,HD 175607,1,Radial Velocity,2015,29.01000000000,,,2456.17792930,40.33030000,285.2742901,-66.1943379,G6 V,5392.00,0.710000,0.700000
HD 17674 b,HD 17674,1,Radial Velocity,2017,623.80000000000,1.4200000000,13.90000000,276.51210000,44.42640000,42.7684964,30.2865981,G0 V,5904.00,0.980000,1.180000
HD 176986 b,HD 176986,3,Radial Velocity,2017,6.49164000000,0.0629560000,,1487.75477317,27.78430000,285.7739138,-11.0449410,K2.5 V,4931.00,0.789000,0.782000
HD 176986 c,HD 176986,3,Radial Velocity,2017,16.81240000000,0.1187300000,,2097.98531461,27.78430000,285.7739138,-11.0449410,K2.5 V,4931.00,0.789000,0.782000
HD 176986 d,HD 176986,3,Radial Velocity,2026,61.37600000000,0.2814900000,2.49000000,6.76000000,27.78430000,285.7739138,-11.0449410,K2.5 V,4931.00,0.789000,0.782000
HD 177565 b,HD 177565,1,Radial Velocity,2017,44.50500000000,0.2460000000,4.00000000,15.10000000,16.91790000,286.7175787,-37.8122394,G8V,5627.00,1.000000,0.971489
HD 177830 b,HD 177830,2,Radial Velocity,1999,410.10001000000,1.1400000000,13.50000000,537.13270000,62.76740000,286.3363574,25.9204327,K0,4901.00,1.700000,3.260000
HD 177830 c,HD 177830,2,Radial Velocity,2010,110.90000000000,0.5137000000,7.87000000,47.67250000,62.76740000,286.3363574,25.9204327,K0,4949.00,1.470000,2.620000
HD 178911 B b,HD 178911 B,1,Radial Velocity,2001,71.48400000000,0.3400000000,12.60000000,2552.17490000,40.97270000,287.2632091,34.6006972,G5,5588.00,1.240000,1.080000
HD 179079 b,HD 179079,1,Radial Velocity,2008,14.47900000000,0.1214000000,,4195.33497240,69.71160000,287.7903733,-2.6387703,G5 IV,5646.00,1.140000,1.630000
HD 179949 b,HD 179949,1,Radial Velocity,2000,3.09251400000,0.0443000000,13.90000000,291.12000000,27.45730000,288.8890182,-24.1797939,F8 V,6168.00,1.210000,1.266865
HD 180053 b,HD 180053,1,Radial Velocity,2018,213.72000000000,0.8430000000,13.30000000,697.31902000,137.04300000,288.4008374,34.9146658,K0,5131.00,1.750000,4.060000
HD 18015 b,HD 18015,1,Radial Velocity,2018,2278.00000000000,3.8700000000,13.10000000,1048.83374310,123.80100000,43.3636339,-8.8480392,G6 IV,5603.00,1.490000,3.130000
HD 180314 b,HD 180314,1,Radial Velocity,2010,394.73000000000,1.4480000000,12.00000000,7216.92963775,122.36200000,288.7094401,31.8604391,K0,4917.00,2.600000,9.200000
HD 180617 b,HD 180617,1,Radial Velocity,2018,105.91100000000,0.3430000000,3.53000000,12.21400000,5.91059000,289.2277322,5.1631615,M2.5 V,3534.00,0.484000,0.481000
HD 180902 b,HD 180902,1,Radial Velocity,2009,510.90000000000,1.4000000000,13.50000000,535.54355000,104.57700000,289.8239604,-23.5582432,K0 III/IV,4961.00,1.410000,4.160000
HD 181234 b,HD 181234,1,Radial Velocity,2019,7593.40512000000,7.4270000000,12.50000000,2980.91262925,47.74580000,289.9998695,-9.3249700,G8 IV,5386.00,0.940000,1.059423
HD 181342 b,HD 181342,1,Radial Velocity,2009,564.10000000000,1.5920000000,13.20000000,807.28820000,120.39100000,290.2674078,-23.6196996,K0 III,4945.00,1.690000,4.710000
HD 18143 b,HD 18143,2,Radial Velocity,2022,10.28510000000,0.0880000000,3.28000000,10.80616584,22.52430000,43.9140248,26.8723829,K2,5078.00,0.850000,0.870000
HD 18143 c,HD 18143,2,Radial Velocity,2022,28982.41764000000,17.5300000000,12.50000000,3177.64841319,22.52430000,43.9140248,26.8723829,K2,5078.00,0.850000,0.870000
HD 181433 b,HD 181433,3,Radial Velocity,2008,9.37450000000,0.0828000000,,1708.64551603,26.87620000,291.2873731,-66.4677838,K3 IV,4918.00,0.860000,0.790000
HD 181433 c,HD 181433,3,Radial Velocity,2008,1018.50000000000,1.8850000000,,2207.00045821,26.87620000,291.2873731,-66.4677838,K3 IV,4918.00,0.860000,0.790000
HD 181433 d,HD 181433,3,Radial Velocity,2008,6896.10000000000,6.7400000000,13.20000000,858.13669890,26.87620000,291.2873731,-66.4677838,K3 IV,4918.00,0.860000,0.790000
HD 181720 b,HD 181720,1,Radial Velocity,2009,956.00000000000,1.8500000000,14.00000000,127.13200000,60.20460000,290.7212224,-32.9208401,G1 V,5736.00,1.030000,1.500000
HD 183263 b,HD 183263,2,Radial Velocity,2004,624.87404000000,1.4600000000,13.10000000,1103.18240070,54.19550000,292.1022982,8.3579183,G2 IV,5948.00,1.060000,1.230000
HD 183263 c,HD 183263,2,Radial Velocity,2008,4667.97841000000,5.5850000000,12.50000000,2958.98246917,54.19550000,292.1022982,8.3579183,G2 IV,5948.00,1.060000,1.230000
HD 183579 b,HD 183579,1,Transit,2021,17.47129100000,0.1322000000,3.49000000,20.40000000,57.26510000,293.2866147,-54.5327284,G2 V,5784.00,0.996000,0.960000
HD 184010 b,HD 184010,3,Radial Velocity,2022,286.60000000000,0.9400000000,12.10000000,98.52680617,60.79930000,292.8401421,26.6172796,K0 III-IV,4971.00,1.350000,4.860000
HD 184010 c,HD 184010,3,Radial Velocity,2022,484.30000000000,1.3340000000,11.80000000,95.34852210,60.79930000,292.8401421,26.6172796,K0 III-IV,4971.00,1.350000,4.860000
HD 184010 d,HD 184010,3,Radial Velocity,2022,836.40000000000,1.9200000000,14.30000000,143.02278315,60.79930000,292.8401421,26.6172796,K0 III-IV,4971.00,1.350000,4.860000
HD 18438 b,HD 18438,1,Radial Velocity,2023,803.00000000000,2.1000000000,12.10000000,6674.39654700,224.14600000,46.5318358,79.4185800,M2.5 III,3860.00,1.840000,88.475000
HD 185269 b,HD 185269,1,Radial Velocity,2006,6.83776000000,0.0770000000,13.80000000,321.00830000,51.99170000,294.2987668,28.4995140,G0 IV,5923.00,1.300000,2.000000
HD 185283 b,HD 185283,1,Radial Velocity,2023,4060.00000000000,4.6000000000,13.60000000,413.17692910,31.39500000,295.3233609,-56.3221096,K3 V,4848.00,0.800000,0.743303
HD 18599 b,HD 18599,1,Transit,2022,4.13743540000,0.0480000000,2.60000000,24.10000000,38.56530000,44.2620144,-56.1918694,K2 V,5145.00,0.863000,0.767000
HD 187085 b,HD 187085,1,Radial Velocity,2006,1019.74000000000,2.1000000000,13.90000000,265.70588000,45.89930000,297.3915731,-37.7809929,G0 V,6117.00,1.189000,1.270000
HD 187123 b,HD 187123,2,Radial Velocity,1998,3.09658280000,0.0426000000,14.20000000,166.21800000,45.95480000,296.7428786,34.4189900,G3 V,5790.00,1.040000,1.150430
HD 187123 c,HD 187123,2,Radial Velocity,2008,3810.00000000000,4.8900000000,13.20000000,912.16752809,45.95480000,296.7428786,34.4189900,G3 V,5790.00,1.040000,1.150430
HD 18742 b,HD 18742,1,Radial Velocity,2011,766.00000000000,1.8200000000,13.10000000,1080.62200000,162.68500000,45.0443115,-20.8027024,G8/K0 IV,4940.00,1.360000,5.130000
HD 188015 b,HD 188015,1,Radial Velocity,2004,461.20000000000,1.2030000000,13.60000000,476.72000000,50.67060000,298.0191857,28.0999769,G5 IV,5746.00,1.090000,1.125296
HD 188641 b,HD 188641,1,Radial Velocity,2022,14583.81038000000,12.0270000000,11.90000000,9333.03117155,64.33990000,299.4048303,-37.7448845,,5897.32,1.070000,1.944920
HD 189567 b,HD 189567,2,Radial Velocity,2021,14.28800000000,0.1110000000,2.85000000,8.50000000,17.90550000,301.3959616,-67.3237992,G3 V,5726.00,0.830000,1.040000
HD 189567 c,HD 189567,2,Radial Velocity,2021,33.68800000000,0.1970000000,2.54000000,7.00000000,17.90550000,301.3959616,-67.3237992,G3 V,5726.00,0.830000,1.040000
HD 189733 b,HD 189733,1,Radial Velocity,2005,2.21857567000,0.0312600000,12.66617000,359.14790000,19.76380000,300.1821223,22.7097759,K2 V,5052.00,0.790000,0.750000
HD 190007 b,HD 190007,1,Radial Velocity,2020,11.72412800000,0.0920000000,4.06000000,15.50000000,12.71410000,300.6956339,3.3266992,K4 V,4610.00,0.770000,0.790000
HD 190228 b,HD 190228,1,Radial Velocity,2022,1143.59858000000,2.4060000000,12.90000000,1598.67688721,62.71460000,300.7537294,28.3065564,G5 IV,5360.00,1.415000,2.586580
HD 190360 b,HD 190360,3,Radial Velocity,2003,2887.50000000000,3.9650000000,13.50000000,537.00000000,16.00690000,300.9092476,29.8945410,G7 IV-V,5560.00,0.996000,1.140000
HD 190360 c,HD 190360,3,Radial Velocity,2005,17.11625000000,0.1298000000,5.53000000,26.20000000,16.00690000,300.9092476,29.8945410,G7 IV-V,5560.00,0.996000,1.140000
HD 190360 d,HD 190360,3,Radial Velocity,2026,88.69000000000,0.3886000000,3.48000000,11.90000000,16.00690000,300.9092476,29.8945410,G7 IV-V,5560.00,0.996000,1.140000
HD 190647 b,HD 190647,1,Radial Velocity,2007,1176.45000000000,2.2310000000,13.40000000,630.89255000,54.47380000,301.8318167,-35.5395236,G5 V,5656.00,1.069000,1.376000
HD 190984 b,HD 190984,1,Radial Velocity,2009,4885.00000000000,5.5000000000,13.00000000,1137.82569706,148.18700000,302.8779827,-64.6202728,F8 V,5988.00,0.910000,1.530000
HD 191806 b,HD 191806,1,Radial Velocity,2016,1603.38923000000,2.7490000000,12.50000000,2966.61035094,65.66680000,302.3687580,52.2767265,K0,6010.00,1.070000,1.402230
HD 191939 b,HD 191939,6,Transit,2020,8.88032560000,0.0804000000,3.41000000,10.00000000,53.60890000,302.0256247,66.8503014,G9 V,5348.00,0.810000,0.940000
HD 191939 c,HD 191939,6,Transit,2020,28.57974300000,0.1752000000,3.19500000,8.00000000,53.60890000,302.0256247,66.8503014,G9 V,5348.00,0.810000,0.940000
HD 191939 d,HD 191939,6,Transit,2020,38.35303700000,0.2132000000,2.99500000,2.80000000,53.60890000,302.0256247,66.8503014,G9 V,5348.00,0.810000,0.940000
HD 191939 e,HD 191939,6,Radial Velocity,2022,101.12000000000,0.4070000000,13.00000000,112.20000000,53.60890000,302.0256247,66.8503014,G9 V,5348.00,0.810000,0.940000
HD 191939 f,HD 191939,6,Radial Velocity,2022,2898.00000000000,3.7100000000,13.20000000,915.34581216,53.60890000,302.0256247,66.8503014,G9 V,5348.00,0.810000,0.940000
HD 191939 g,HD 191939,6,Radial Velocity,2022,284.00000000000,0.8120000000,3.74000000,13.50000000,53.60890000,302.0256247,66.8503014,G9 V,5348.00,0.810000,0.940000
HD 192263 b,HD 192263,1,Radial Velocity,1999,24.35560000000,0.1500000000,14.20000000,177.98480000,19.63590000,303.4990864,-0.8657574,K2 V,4976.00,0.660000,0.740000
HD 192310 b,HD 192310,2,Radial Velocity,2011,74.72000000000,0.3200000000,4.27000000,16.90000000,8.79687000,303.8284712,-27.0337556,K3V,5166.00,0.800000,0.857922
HD 192310 c,HD 192310,2,Radial Velocity,2011,525.80000000000,1.1800000000,5.25000000,24.00000000,8.79687000,303.8284712,-27.0337556,K3V,5166.00,0.800000,0.857922
HD 192699 b,HD 192699,1,Radial Velocity,2007,340.94000000000,1.0630000000,13.40000000,666.17168000,71.86270000,304.0248392,4.5805708,G8 IV,5041.00,1.380000,4.410000
HD 194490 b,HD 194490,1,Radial Velocity,2022,13092.18348000000,11.1160000000,12.40000000,3561.90295725,80.23490000,306.9980087,-51.6644646,,5861.32,1.060000,1.149110
HD 195019 b,HD 195019,1,Radial Velocity,1998,18.20132000000,0.1400000000,13.00000000,1264.96340000,37.66810000,307.0792427,18.7692509,G3 IV-V,5751.00,1.210000,1.480000
HD 196050 b,HD 196050,1,Radial Velocity,2002,1392.00000000000,2.6500000000,12.90000000,1493.79351290,50.67420000,309.4637796,-60.6347649,G3 V,5879.00,1.270000,1.420000
HD 196067 b,HD 196067,2,Radial Velocity,2012,3413.70000000000,4.7100000000,12.40000000,3623.24383980,39.93460000,310.4364195,-75.3514992,G0 V,6072.00,1.160000,1.710000
HD 196067 c,HD 196067,2,Radial Velocity,2025,4.60108800000,,3.21000000,10.40000000,39.93460000,310.4364195,-75.3514992,G0 V,6072.00,1.160000,1.710000
HD 19615 b,HD 19615,1,Radial Velocity,2022,402.00000000000,1.1000000000,12.60000000,2701.54145950,265.15500000,48.7813299,73.8680150,K0,4263.00,1.100000,32.300000
HD 196885 A b,HD 196885 A,1,Radial Velocity,2007,1333.00000000000,2.3700000000,13.20000000,819.97000000,34.16920000,309.9664609,11.2500236,F8 V,6254.00,1.280000,1.310000
HD 197037 b,HD 197037,1,Radial Velocity,2012,1035.70000000000,2.0700000000,13.90000000,251.00000000,33.19440000,309.8869681,42.2475930,F7 V,6150.00,1.110000,1.105000
HD 199509 b,HD 199509,1,Radial Velocity,2022,99.62167000000,0.4260000000,7.43000000,43.22466335,24.30560000,317.3445632,-82.0274926,G3V,5796.02,1.040000,0.920000
HD 19994 b,HD 19994,1,Radial Velocity,2003,466.20000000000,1.3050000000,13.60000000,435.41000000,22.52420000,48.1943193,-1.1963955,F8 V,6188.00,1.365000,1.796470
HD 20003 b,HD 20003,2,Radial Velocity,2019,11.84820000000,0.0974000000,3.43000000,11.66000000,41.83160000,46.9090081,-72.3219221,G8 V,5494.00,0.875000,0.921637
HD 20003 c,HD 20003,2,Radial Velocity,2019,33.92390000000,0.1964000000,3.89000000,14.44000000,41.83160000,46.9090081,-72.3219221,G8 V,5494.00,0.875000,0.921637
HD 200964 b,HD 200964,2,Radial Velocity,2010,606.30000000000,1.5650000000,13.50000000,508.21017000,72.59220000,316.6664183,3.8033357,G8 IV,4982.00,1.390000,4.920000
HD 200964 c,HD 200964,2,Radial Velocity,2010,852.50000000000,1.9600000000,13.70000000,385.84562000,72.59220000,316.6664183,3.8033357,G8 IV,4982.00,1.390000,4.920000
HD 202206 c,HD 202206,1,Radial Velocity,2004,1260.00000000000,2.4100000000,12.20000000,5689.15700000,45.96650000,318.7405221,-20.7897284,G6 V,5766.00,1.070000,1.040000
HD 202696 b,HD 202696,2,Radial Velocity,2019,517.80000000000,1.5660000000,,634.38868000,188.54600000,319.2250346,27.2582799,K0 III-IV,5040.00,1.910000,6.430000
HD 202696 c,HD 202696,2,Radial Velocity,2019,946.60000000000,2.3420000000,,592.43512000,188.54600000,319.2250346,27.2582799,K0 III-IV,5040.00,1.910000,6.430000
HD 202772 A b,HD 202772 A,1,Transit,2019,3.30887750000,0.0520800000,18.23701160,323.54931833,161.49800000,319.6995877,-26.6163743,,6442.00,1.721000,2.554000
HD 203030 b,HD 203030,1,Imaging,2006,,487.1000000000,14.45958510,3496.11247700,39.25030000,319.7432238,26.2305846,G8 V,5603.00,0.940000,0.856458
HD 20329 b,HD 20329,1,Transit,2022,0.92611800000,0.0180000000,1.72000000,7.42000000,63.67960000,49.1781240,15.6563542,,5596.00,0.900000,1.130000
HD 203387 b,HD 203387,2,Radial Velocity,2022,512.53520000000,1.7710000000,13.10000000,1106.04285636,61.74770000,320.5617820,-16.8345229,,5174.32,2.817000,10.585200
HD 203387 c,HD 203387,2,Radial Velocity,2022,2481.07227000000,5.0670000000,12.60000000,2378.94562640,61.74770000,320.5617820,-16.8345229,,5174.32,2.817000,10.585200
HD 2039 b,HD 2039,1,Radial Velocity,2002,1120.00000000000,2.2000000000,12.70000000,1999.15070000,85.69220000,6.0851069,-56.6499880,G2/G3 IV/V,5945.00,1.230000,1.190000
HD 204313 b,HD 204313,3,Radial Velocity,2010,2041.11539000000,3.1850000000,12.90000000,1466.77809830,47.79450000,322.0510568,-21.7274194,G5 V,5767.00,1.030000,1.100000
HD 204313 c,HD 204313,3,Radial Velocity,2015,34.95875000000,0.2110000000,4.31000000,17.16273398,47.79450000,322.0510568,-21.7274194,G5 V,5767.00,1.030000,1.100000
HD 204313 e,HD 204313,3,Radial Velocity,2022,7325.64666000000,7.4570000000,12.20000000,4868.17771002,47.79450000,322.0510568,-21.7274194,G5 V,5767.00,1.030000,1.100000
HD 204941 b,HD 204941,1,Radial Velocity,2011,1733.00000000000,2.5500000000,10.10000000,73.10090000,28.71650000,323.0966714,-20.9579570,K1/2V,5026.00,0.580000,0.780000
HD 205158 b,HD 205158,1,Radial Velocity,2022,25.33798000000,0.1770000000,13.90000000,124.58873554,86.61590000,323.9186227,-59.6933144,,6133.55,1.160000,1.877410
HD 205739 b,HD 205739,1,Radial Velocity,2008,279.80000000000,0.8960000000,13.60000000,435.41000000,92.50870000,324.5351273,-31.7378373,F7 V,6176.00,1.220000,1.330000
HD 206255 b,HD 206255,1,Radial Velocity,2019,96.04500000000,0.4610000000,6.47000000,34.20000000,75.23630000,325.5917768,-50.0935884,G5 IV/V,5635.00,1.420000,2.221489
HD 206610 b,HD 206610,1,Radial Velocity,2009,673.20000000000,1.7400000000,13.40000000,647.10188000,147.19200000,325.8537599,-7.4082451,K0 III,4842.00,1.550000,6.120000
HD 206893 b,HD 206893,2,Imaging,2021,11100.00000000000,10.7500000000,14.01122587,6197.65393650,40.75830000,326.3416874,-12.7833522,F5 V,6500.00,1.310000,1.311160
HD 206893 c,HD 206893,2,Imaging,2022,2290.00000000000,3.7400000000,16.36511182,3527.89531770,40.75830000,326.3416874,-12.7833522,F5 V,6500.00,1.310000,1.311160
HD 207496 b,HD 207496,1,Transit,2023,6.44100800000,0.0629000000,2.25000000,6.10000000,23.60600000,328.7181708,-77.3388025,K2.5 V,4819.00,0.800000,0.769000
HD 20781 b,HD 20781,5,Radial Velocity,2019,5.31350000000,0.0529000000,1.21000000,1.93000000,35.97150000,50.0139757,-28.7841175,K0 V,5256.00,0.700000,0.833609
HD 20781 c,HD 20781,5,Radial Velocity,2019,13.89050000000,0.1004000000,2.17000000,5.33000000,35.97150000,50.0139757,-28.7841175,K0 V,5256.00,0.700000,0.833609
HD 20781 d,HD 20781,5,Radial Velocity,2019,29.15800000000,0.1647000000,3.25000000,10.61000000,35.97150000,50.0139757,-28.7841175,K0 V,5256.00,0.700000,0.833609
HD 20781 e,HD 20781,5,Radial Velocity,2019,85.50730000000,0.3374000000,3.83000000,14.03000000,35.97150000,50.0139757,-28.7841175,K0 V,5256.00,0.700000,0.833609
HD 20782 b,HD 20782,5,Radial Velocity,2006,597.06430000000,1.3649000000,13.60000000,472.83000000,35.98640000,50.0166232,-28.8543535,G1.5 V,5782.13,1.040000,1.126810
HD 207832 b,HD 207832,2,Radial Velocity,2012,160.07000000000,0.5860000000,14.20000000,177.98480000,58.92910000,328.1517893,-26.0271749,G5 V,5726.00,1.050000,0.890000
HD 207832 c,HD 207832,2,Radial Velocity,2012,1155.70000000000,2.1120000000,14.00000000,232.01590000,58.92910000,328.1517893,-26.0271749,G5 V,5710.00,0.940000,0.901000
HD 207897 b,HD 207897,1,Transit,2021,16.20166000000,0.1170000000,2.34302132,14.80000000,28.29380000,325.2016451,84.3337613,K0 V,5106.00,0.820800,0.782700
HD 20794 b,HD 20794,4,Radial Velocity,2011,18.31400000000,0.1257000000,1.45000000,2.70000000,6.00278000,49.9997666,-43.0666533,G6 V,5368.00,0.790000,0.930000
